base	derivative	probability	sublexicon	[+front]	[+front,+rounded]	[+front,-rounded]	[+front,+high]	[+front,-high]	[+front,+low]	[+front,-low]	[-front]	[-front,+rounded]	[-front,-rounded]	[-front,+high]	[-front,-high]	[+rounded]	[+rounded,+high]	[+rounded,-high]	[-rounded]	[-rounded,+high]	[-rounded,-high]	[-rounded,+low]	[-rounded,-low]	[+high]	[-high]	[-high,-low]	[-low]	[+front]	[+front,+rounded]	[+front,-rounded]	[+front,+high]	[+front,-high]	[+front,+low]	[+front,-low]	[-front]	[-front,+rounded]	[-front,-rounded]	[-front,+high]	[-front,-high]	[+rounded]	[+rounded,+high]	[+rounded,-high]	[-rounded]	[-rounded,+high]	[-rounded,-high]	[-rounded,+low]	[-rounded,-low]	[+high]	[-high]	[-high,-low]	[-low]	F: Ident [front]	F: Ident [rounded]	F: Ident [low]	F: Ident [high]
r a ss i	r a ss i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
h a ll i	h a ll i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
k iu kk u	k iu kk u B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	1	0	1	1	0	0	1	3	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	0	0	0	0
k u tt u	k u tt u B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
a r v o	a r v o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
r uu t u	r uu t u B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	3	0	3	0	3	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	4	3	0	3	0	3	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0
h a v a s	h a v a s B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
r oi s k e	r oi s k e B	1	Insert [B] at -1	2	0	2	1	1	0	2	1	1	0	0	1	1	0	1	2	1	1	0	2	1	2	2	3	2	0	2	1	1	0	2	2	1	0	0	1	1	0	1	2	1	1	0	2	1	2	2	3	0	0	0	0
a v u	a v u B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
t o l pp a	t o l pp a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
v ii l u	v ii l u B	1	Insert [B] at -1	2	0	2	2	0	0	2	1	1	0	1	0	1	1	0	2	2	0	0	2	3	0	0	3	2	0	2	2	0	0	2	2	1	0	1	0	1	1	0	2	2	0	0	2	3	0	0	3	0	0	0	0
m u j e	m u j e B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	1	0	1	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0
h e p o	h e p o B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	1	0	1	0	1	0	1	2	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	0	0	0	0
n au r i s	n au r i s B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	1	0	1	1	0	0	1	3	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	0	0	0	0
k uo l ai n	k uo l ai n B	1	Insert [B] at -1	1	0	1	1	0	0	1	3	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	3	1	0	1	1	0	0	1	4	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	3	0	0	0	0
l ii t o	l ii t o B	1	Insert [B] at -1	2	0	2	2	0	0	2	1	1	0	0	1	1	0	1	2	2	0	0	2	2	1	1	3	2	0	2	2	0	0	2	2	1	0	0	1	1	0	1	2	2	0	0	2	2	1	1	3	0	0	0	0
k a r ie s	k a r ie s B	1	Insert [B] at -1	2	0	2	1	1	0	2	1	0	1	0	1	0	0	0	3	1	2	1	2	1	2	1	2	2	0	2	1	1	0	2	2	0	1	0	1	0	0	0	3	1	2	1	2	1	2	1	2	0	0	0	0
n y l o n	n y l o n B	1	Insert [B] at -1	1	1	0	1	0	0	1	1	1	0	0	1	2	1	1	0	0	0	0	0	1	1	1	2	1	1	0	1	0	0	1	2	1	0	0	1	2	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0
l ou n a s	l ou n a s B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	2	1	1	2	2	1	1	1	0	1	1	0	1	2	1	2	0	0	0	0	0	0	0	4	2	1	1	2	2	1	1	1	0	1	1	0	1	2	1	2	0	0	0	0
p o l tt o	p o l tt o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	3	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0
k i r j o	k i r j o B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
k a ll a s	k a ll a s B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
s a kk e	s a kk e B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	1	0	1	0	1	0	1	2	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	0	0	0	0
p u s k a	p u s k a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
r i t s a	r i t s a B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
ai s a	ai s a B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	1	0	1	1	0	0	1	3	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	0	0	0	0
v a n k i	v a n k i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
j o h d i n	j o h d i n B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
j e kk u	j e kk u B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	1	0	1	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0
s aa m e	s aa m e B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	0	2	0	2	0	0	0	3	0	3	2	1	0	3	1	1	1	0	1	0	1	0	1	3	0	2	0	2	0	0	0	3	0	3	2	1	0	3	1	1	0	0	0	0
k u d e	k u d e B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	1	0	1	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0
t u n t o	t u n t o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	1	1	2	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	3	2	0	1	1	2	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0
u h m a	u h m a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
p o pp oo	p o pp oo B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	3	0	0	3	3	0	3	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	4	3	0	0	3	3	0	3	0	0	0	0	0	0	3	3	3	0	0	0	0
k e l t a	k e l t a B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	1	0	1	0	1	0	1	2	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	0	0	0	0
p i n t a	p i n t a B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
k o k s i	k o k s i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
h e l a	h e l a B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	1	0	1	0	1	0	1	2	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	0	0	0	0
a b i	a b i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
t ie n oo	t ie n oo B	1	Insert [B] at -1	2	0	2	1	1	0	2	2	2	0	0	2	2	0	2	2	1	1	0	2	1	3	3	4	2	0	2	1	1	0	2	3	2	0	0	2	2	0	2	2	1	1	0	2	1	3	3	4	0	0	0	0
m uu r i	m uu r i B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	1	0	1	1	0	0	1	3	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	0	0	0	0
h uu m au s	h uu m au s B	1	Insert [B] at -1	0	0	0	0	0	0	0	4	3	1	3	1	3	3	0	1	0	1	1	0	3	1	0	3	0	0	0	0	0	0	0	5	3	1	3	1	3	3	0	1	0	1	1	0	3	1	0	3	0	0	0	0
h u m u s	h u m u s B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
k a n t a	k a n t a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
v ai n o	v ai n o B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	1	1	0	2	1	0	1	2	1	1	1	1	1	2	1	2	1	0	1	1	0	0	1	3	1	1	0	2	1	0	1	2	1	1	1	1	1	2	1	2	0	0	0	0
k a l kk i	k a l kk i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
v i l kk u	v i l kk u B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	1	0	1	1	0	0	1	2	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	0	0	0	0
l uu pp i	l uu pp i B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	1	0	1	1	0	0	1	3	2	0	2	0	2	2	0	1	1	0	0	1	3	0	0	3	0	0	0	0
a kk u	a kk u B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
h e l m a	h e l m a B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	1	0	1	0	1	0	1	2	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	0	0	0	0
o p a s	o p a s B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
m u s a	m u s a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
v ii s a s	v ii s a s B	1	Insert [B] at -1	2	0	2	2	0	0	2	1	0	1	0	1	0	0	0	3	2	1	1	2	2	1	0	2	2	0	2	2	0	0	2	2	0	1	0	1	0	0	0	3	2	1	1	2	2	1	0	2	0	0	0	0
f a kk i	f a kk i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
t r o ss i	t r o ss i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
v a p aa	v a p aa B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0	4	0	3	0	3	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	0
e m u	e m u B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	1	0	1	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0
h a n k o	h a n k o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
t u r j a	t u r j a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
h au r a	h au r a B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	1	2	1	2	1	1	0	2	0	2	2	0	1	2	0	1	0	0	0	0	0	0	0	4	1	2	1	2	1	1	0	2	0	2	2	0	1	2	0	1	0	0	0	0
k o l o	k o l o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	3	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0
t u m pp u	t u m pp u B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	2	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
a t r iu m	a t r iu m B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	1	0	1	1	0	0	1	3	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	0	0	0	0
h a h l o	h a h l o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
p a ll o	p a ll o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
k ii m a	k ii m a B	1	Insert [B] at -1	2	0	2	2	0	0	2	1	0	1	0	1	0	0	0	3	2	1	1	2	2	1	0	2	2	0	2	2	0	0	2	2	0	1	0	1	0	0	0	3	2	1	1	2	2	1	0	2	0	0	0	0
f l o pp i	f l o pp i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
eu kk o	eu kk o B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	2	0	1	1	2	1	1	1	0	1	0	1	1	2	2	3	1	0	1	0	1	0	1	3	2	0	1	1	2	1	1	1	0	1	0	1	1	2	2	3	0	0	0	0
m e r kk au s	m e r kk au s B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	1	0	1	0	1	0	1	3	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	0	0	0	0
m a r s h a ll	m a r s h a ll B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
d a l t o n	d a l t o n B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	0
r ai tt iu s	r ai tt iu s B	1	Insert [B] at -1	2	0	2	2	0	0	2	2	1	1	1	1	1	1	0	3	2	1	1	2	3	1	0	3	2	0	2	2	0	0	2	3	1	1	1	1	1	1	0	3	2	1	1	2	3	1	0	3	0	0	0	0
t au s t a	t au s t a B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	1	2	1	2	1	1	0	2	0	2	2	0	1	2	0	1	0	0	0	0	0	0	0	4	1	2	1	2	1	1	0	2	0	2	2	0	1	2	0	1	0	0	0	0
r ei ss u	r ei ss u B	1	Insert [B] at -1	2	0	2	1	1	0	2	1	1	0	1	0	1	1	0	2	1	1	0	2	2	1	1	3	2	0	2	1	1	0	2	2	1	0	1	0	1	1	0	2	1	1	0	2	2	1	1	3	0	0	0	0
ai t a	ai t a B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	1	0	1	1	0	0	1	3	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	0	0	0	0
k aa r t i	k aa r t i B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	1	0	1	1	0	0	1	3	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	0	0	0	0
t eu r a s	t eu r a s B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	1	0	1	0	1	0	1	3	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	0	0	0	0
k u kk o	k u kk o B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	1	1	2	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	3	2	0	1	1	2	1	1	0	0	0	0	0	1	1	1	2	0	0	0	0
r ai k u	r ai k u B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	1	0	1	1	0	0	1	3	1	1	1	1	1	1	0	2	1	1	1	1	2	1	0	2	0	0	0	0
l a m b d a	l a m b d a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
p u l tt i	p u l tt i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	1	0	1	1	0	0	1	2	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	0	0	0	0
t e k n o	t e k n o B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	1	0	1	0	1	0	1	2	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	0	0	0	0
k e l kk a	k e l kk a B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	1	0	1	0	1	0	1	2	0	1	0	1	0	0	0	2	0	2	1	1	0	2	1	1	0	0	0	0
v i m p a	v i m p a B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
t a y	t a y B	1	Insert [B] at -1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	2	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0
p o ll e	p o ll e B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	1	0	1	0	1	0	1	2	1	0	0	1	1	0	1	1	0	1	0	1	0	2	2	2	0	0	0	0
m u n au s	m u n au s B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	2	1	2	1	2	2	0	1	0	1	1	0	2	1	0	2	0	0	0	0	0	0	0	4	2	1	2	1	2	2	0	1	0	1	1	0	2	1	0	2	0	0	0	0
k i s u	k i s u B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	1	0	1	1	0	0	1	2	1	0	1	0	1	1	0	1	1	0	0	1	2	0	0	2	0	0	0	0
t e l kk u	t e l kk u B	1	Insert [B] at -1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	1	0	1	0	1	0	1	2	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	2	0	0	0	0
m a k eu s	m a k eu s B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	1	0	1	0	1	0	1	3	1	1	1	1	1	1	0	2	0	2	1	1	1	2	1	2	0	0	0	0
k ai s t a	k ai s t a B	1	Insert [B] at -1	1	0	1	1	0	0	1	2	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	1	0	1	1	0	0	1	3	0	2	0	2	0	0	0	3	1	2	2	1	1	2	0	1	0	0	0	0
v i k a	v i k a B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
r o h d o s	r o h d o s B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	3	2	0	0	2	2	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0
k o r p i	k o r p i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
h uo p a	h uo p a B	1	Insert [B] at -1	0	0	0	0	0	0	0	3	2	1	1	2	2	1	1	1	0	1	1	0	1	2	1	2	0	0	0	0	0	0	0	4	2	1	1	2	2	1	1	1	0	1	1	0	1	2	1	2	0	0	0	0
k l a p i	k l a p i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
p a r v i	p a r v i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
k o r k eu s	k o r k eu s B	1	Insert [B] at -1	1	0	1	0	1	0	1	2	2	0	1	1	2	1	1	1	0	1	0	1	1	2	2	3	1	0	1	0	1	0	1	3	2	0	1	1	2	1	1	1	0	1	0	1	1	2	2	3	0	0	0	0
k o ll i	k o ll i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
s ie r ai n	s ie r ai n B	1	Insert [B] at -1	3	0	3	2	1	0	3	1	0	1	0	1	0	0	0	4	2	2	1	3	2	2	1	3	3	0	3	2	1	0	3	2	0	1	0	1	0	0	0	4	2	2	1	3	2	2	1	3	0	0	0	0
p i n j a	p i n j a B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
b i ng o	b i ng o B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	2	0	0	0	0
k a ss a	k a ss a B	1	Insert [B] at -1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0
p a r i	p a r i B	1	Insert [B] at -1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0
